,Id,Name,Nation,Team,League,Born,Mac,Pos,Blok,Baskı,Pas,Gole_katkı,Dakika
2619,2619,Charlie Taylor,ENG,Burnley,Premier League,1993,31,DF,0.0132,0.08734,0.07164501035196688,0.0030000000000000005,0.7984790874524715
2626,2626,Alex Telles,BRA,Manchester Utd,Premier League,1992,21,DF,0.0054,0.06516,0.10363022120518689,0.0066,0.4852295992980403
2628,2628,Nahuel Tenaglia,ARG,AlavÈs,La Liga,1996,14,DF,0.005,0.08175999999999999,0.045452463768115944,0.0,0.31354197133664813
2634,2634,Aleksa Terzi?,SRB,Fiorentina,Serie A,1999,14,DF,0.055,0.098,0.20417341179034545,0.009899999999999999,0.07984790874524714
2639,2639,Arthur Theate,BEL,Bologna,Serie A,2000,31,DF,0.02954915254237288,0.07554,0.09783491990846682,0.05277894736842104,0.7086867505118456
2641,2641,Sada Thioub,SEN,Saint-…tienne,Ligue 1,1995,17,DF,0.0,0.0722,0.09066118339326577,0.0026999999999999997,0.27756653992395436
2643,2643,Luke Thomas,ENG,Leicester City,Premier League,2001,22,DF,0.0353864406779661,0.0642,0.09634588427590716,0.0015000000000000002,0.55893536121673
2644,2644,Romain Thomas,FRA,Angers,Ligue 1,1988,30,DF,0.0267,0.06,0.10195020594965676,0.051578947368421044,0.7493419128400117
2646,2646,Erik Thommy,GER,Stuttgart,Bundesliga,1994,11,DFFW,0.0,0.01974,0.10333826086956523,0.0,0.07984790874524714
2649,2649,Thuler,BRA,Montpellier,Ligue 1,1999,16,DF,0.026050000000000004,0.0738,0.049915942028985506,0.0,0.24978063761333724
2655,2655,Kieran Tierney,SCO,Arsenal,Premier League,1997,22,DF,0.0066,0.11815000000000003,0.08766654680178709,0.041042105263157894,0.5598128107633812
2660,2660,Jean-Clair Todibo,FRA,Nice,Ligue 1,1999,36,DF,0.024675000000000002,0.07724,0.1191463768115942,0.02210526315789474,0.9107926294238081
2664,2664,Jeremy Toljan,GER,Sassuolo,Serie A,1994,20,DF,0.007800000000000001,0.09697999999999998,0.09496350441320695,0.0018,0.40889148873939746
2665,2665,Rafael TolÛi,ITA,Atalanta,Serie A,1990,20,DF,0.03922372881355932,0.08332,0.10534633758308816,0.04601052631578948,0.4202983328458613
2669,2669,Takehiro Tomiyasu,JPN,Arsenal,Premier League,1998,21,DF,0.0032,0.08398,0.10395013185136755,0.0015000000000000002,0.49078677976016377
2671,2671,Fikayo Tomori,ENG,Milan,Serie A,1997,31,DF,0.0166,0.08184000000000001,0.09569678980058843,0.0,0.7946768060836502
2673,2673,Lorenzo Tonelli,ITA,Empoli,Serie A,1990,14,DF,0.026650000000000004,0.02448,0.10256616323417239,0.0,0.25416788534659257
2677,2677,Ra˙l Torrente,ESP,Granada,La Liga,2001,18,DF,0.02415,0.075,0.07176965021248775,0.0,0.37467095642000586
2681,2681,Pau Torres,ESP,Villarreal,La Liga,1997,33,DF,0.022925,0.09412000000000001,0.10991363626457448,0.11879473684210526,0.8347470020473823
2696,2696,Charles Traore,MLI,Nantes,Ligue 1,1992,16,DF,0.01,0.044000000000000004,0.08290352402745996,0.0,0.20971044164960514
2697,2697,Hamari TraorÈ,MLI,Rennes,Ligue 1,1992,33,DF,0.005600000000000001,0.10974,0.10722090007627764,0.07561578947368422,0.8449839134249781
2698,2698,IsmaÎl TraorÈ,CIV,Angers,Ligue 1,1986,37,DF,0.020700000000000003,0.07235000000000001,0.08495447967745451,0.08195263157894736,0.9400409476455104
2700,2700,Miguel Trauco,PER,Saint-…tienne,Ligue 1,1992,17,DF,0.008000000000000002,0.05004,0.09411951182303585,0.05894736842105263,0.324948815443112
2705,2705,Christopher Trimmel,AUT,Union Berlin,Bundesliga,1987,25,DF,0.023986440677966098,0.06384000000000001,0.06884977225672878,0.06631578947368422,0.5817490494296579
2708,2708,Kieran Trippier,ENG,AtlÈtico Madrid,La Liga,1990,15,DF,0.0018,0.06860000000000001,0.13627545167265992,0.0,0.28517110266159695
2709,2709,William Troost-Ekong,NGA,Watford,Premier League,1993,17,DF,0.055748728813559335,0.09732000000000002,0.04997929606625259,0.0,0.40625914009944425
2711,2711,Adrien Truffert,FRA,Rennes,Ligue 1,2001,30,DF,0.0066,0.020460000000000002,0.10835624713958811,0.12119473684210526,0.4790874524714829
2713,2713,Kostas Tsimikas,GRE,Liverpool,Premier League,1996,13,DF,0.004200000000000001,0.05802,0.11240504086302715,0.0063,0.2562152676221117
2718,2718,Tuta,BRA,Eint Frankfurt,Bundesliga,1999,26,DF,0.04709830508474576,0.06108,0.09113166830118777,0.11789473684210526,0.6381983035975431
2720,2720,Iyenoma Udogie,ITA,Udinese,Serie A,2002,35,DF,0.0036,0.05808,0.041156811594202904,0.13593157894736843,0.7241883591693478
2721,2721,Matthieu Udol,FRA,Metz,Ligue 1,1996,12,DF,0.050735593220338986,0.07756,0.060168405797101455,0.06631578947368422,0.29423808131032464
2731,2731,Dayot Upamecano,FRA,Bayern Munich,Bundesliga,1998,28,DF,0.020450000000000003,0.06756,0.16034707202789583,0.03667368421052632,0.6463878326996199
2734,2734,Jere Uronen,FIN,Brest,Ligue 1,1994,15,DF,0.0062,0.0576,0.06310670807453415,0.0,0.25650775080432875
2742,2742,Martin Valjent,SVK,Mallorca,La Liga,1995,36,DF,0.042686864406779663,0.09084,0.05423304347826087,0.0,0.9300965194501316
2748,2748,Zinho Vanheusden,BEL,Genoa,Serie A,1999,14,DF,0.0,0.0738,0.050462608695652174,0.0,0.2889733840304182
2750,2750,RaphaÎl Varane,FRA,Manchester Utd,Premier League,1993,22,DF,0.024925000000000003,0.08374000000000001,0.08810504086302713,0.03834210526315789,0.5352442234571513
2754,2754,Johan V·squez,MEX,Genoa,Serie A,1998,28,DF,0.009399999999999999,0.07980000000000001,0.06174732919254659,0.029473684210526315,0.6662766890903773
2757,2757,Jesus Vazquez,ESP,Valencia,La Liga,2003,15,DF,0.0366,0.069,0.05237304347826087,0.0,0.2374963439602223
2758,2758,Kevin V·zquez,ESP,Celta Vigo,La Liga,1993,17,DF,0.0108,0.07032000000000001,0.0982609850713741,0.0021000000000000003,0.389880081895291
2759,2759,Lucas V·zquez,ESP,Real Madrid,La Liga,1991,29,DF,0.0068000000000000005,0.06767999999999999,0.12127382586902039,0.11052631578947368,0.5358291898215853
2763,2763,JoÎl Veltman,NED,Brighton,Premier League,1992,34,DF,0.01,0.06908,0.10116584286803967,0.02300526315789474,0.8403041825095058
2766,2766,Lorenzo Venuti,ITA,Fiorentina,Serie A,1995,23,DF,0.016725000000000004,0.02184,0.13780728124659475,0.0,0.45919859608072533
2770,2770,Gonzalo Verd˙,ESP,Elche,La Liga,1988,19,DF,0.0105,0.08363999999999999,0.07262675819984744,0.0,0.4083065223749634
2780,2780,R˙ben Vezo,POR,Levante,La Liga,1994,32,DF,0.031100000000000003,0.06996,0.07939852675166177,0.0,0.7075168177829775
2782,2782,Aleix Vidal,ESP,Espanyol,La Liga,1989,31,DFMF,0.0066,0.049800000000000004,0.08300071918927754,0.06631578947368422,0.5557180462123428
2784,2784,Nacho Vidal,ESP,Osasuna,La Liga,1995,35,DF,0.008600000000000002,0.053759999999999995,0.071315900621118,0.0009,0.8484937116115824
2787,2787,Nick Viergever,NED,Greuther F¸rth,Bundesliga,1989,24,DF,0.0,0.06,0.08154082815734989,0.0,0.623574144486692
2789,2789,Emanuel Vignato,ITA,Bologna,Serie A,2000,24,MFDF,0.020900000000000002,0.039959999999999996,0.09671406995750247,0.0045,0.17344252705469435
2795,2795,MatÌas ViÒa,URU,Roma,Serie A,1997,26,DF,0.004600000000000001,0.0504,0.08969558679306965,0.0018,0.4574436969874232
2797,2797,Mattia Viti,ITA,Empoli,Serie A,2002,20,DF,0.03667372881355933,0.06996,0.053194948240165636,0.0,0.43579994150336354
2799,2799,Daniel Vivian,ESP,Athletic Club,La Liga,1999,24,DF,0.023350000000000003,0.07975999999999998,0.058081325051759836,0.06781578947368422,0.5805791167007898
2804,2804,Kevin Vogt,GER,Hoffenheim,Bundesliga,1991,30,DF,0.005600000000000001,0.09056,0.13693430314917726,0.0021000000000000003,0.7510968119333139
2805,2805,MÎrgim Vojvoda,KVX,Torino,Serie A,1995,29,DF,0.0082,0.10061999999999999,0.08958413424866514,0.004200000000000001,0.5776542848786195
2809,2809,Stefan de Vrij,NED,Inter,Serie A,1992,30,DF,0.022875000000000003,0.08922000000000001,0.09288212269804946,0.0,0.7045919859608073
2810,2810,äime Vrsaljko,CRO,AtlÈtico Madrid,La Liga,1992,21,DF,0.007800000000000001,0.08004000000000001,0.09893801678108315,0.01336842105263158,0.2670371453641415
2816,2816,Kyle Walker,ENG,Manchester City,Premier League,1990,20,DF,0.014450000000000003,0.08588,0.1375228244524354,0.0030000000000000005,0.5130155016086575
2817,2817,Kyle Walker-Peters,ENG,Southampton,Premier League,1997,32,DF,0.0062,0.10039999999999999,0.0765793570883731,0.02420526315789474,0.7698157355952033
2819,2819,Aaron Wan-Bissaka,ENG,Manchester Utd,Premier League,1997,20,DF,0.0361864406779661,0.05748,0.09287964912280702,0.0,0.5241298625329044
2822,2822,Joel Ward,ENG,Crystal Palace,Premier League,1989,28,DF,0.008600000000000002,0.05652,0.09929129345101885,0.0,0.727113190991518
2829,2829,Adam Webster,ENG,Brighton,Premier League,1995,22,DF,0.0,0.09660000000000002,0.12093668083251607,0.09578947368421054,0.41912840011699326
2836,2836,Ben White,ENG,Arsenal,Premier League,1997,32,DF,0.027200000000000002,0.08064,0.09286143184047074,0.0,0.8420590816028078
2837,2837,Silvan Widmer,SUI,Mainz 05,Bundesliga,1993,33,DF,0.0104,0.06888,0.07114115942028985,0.09292105263157896,0.8537584088914888
2839,2839,Jetro Willems,NED,Greuther F¸rth,Bundesliga,1994,24,DF,0.0034000000000000002,0.07116,0.0794151966873706,0.04421052631578948,0.46709564200058495
2840,2840,Brandon Williams,ENG,Norwich City,Premier League,2000,26,DF,0.006,0.05052,0.08787799716683012,0.0012,0.6197718631178708
2853,2853,Axel Witsel,BEL,Dortmund,Bundesliga,1989,29,MFDF,0.009200000000000002,0.06814,0.09765387163561078,0.06631578947368422,0.5674173735010237
2855,2855,Marius Wolf,GER,Dortmund,Bundesliga,1995,27,DFFW,0.0014000000000000002,0.07104,0.09155714939522722,0.016836842105263157,0.3860778005264697
2861,2861,Christopher Wooh,FRA,Lens,Ligue 1,2001,14,DF,0.08378389830508474,0.06,0.08710347608150812,0.0026999999999999997,0.3068148581456566
2864,2864,Granit Xhaka,SUI,Arsenal,Premier League,1992,27,MFDF,0.0062,0.07400000000000001,0.09439896044458973,0.03187368421052632,0.6803158818367944
2872,2872,Okay Yoku˛lu,TUR,Getafe,La Liga,1994,11,DFMF,0.02015,0.06455999999999999,0.047755196687370605,0.0,0.13571219654869843
2874,2874,Maya Yoshida,JPN,Sampdoria,Serie A,1988,26,DF,0.014112288135593221,0.06642,0.07929986487959029,0.011868421052631578,0.532904357999415
2875,2875,Ashley Young,ENG,Aston Villa,Premier League,1985,24,DFFW,0.02595,0.09431999999999999,0.08092436744033998,0.004200000000000001,0.3653114945890611
2880,2880,Dan-Axel Zagadou,FRA,Dortmund,Bundesliga,1999,15,DF,0.049535593220338986,0.09852,0.14426532418001525,0.0,0.2781515062883884
2883,2883,Denis Zakaria,SUI,M'Gladbach,Bundesliga,1996,16,MFDF,0.031400000000000004,0.06456,0.09175502669717772,0.09758947368421053,0.4077215560105294
2884,2884,Joseba Zald˙a,ESP,Real Sociedad,La Liga,1992,24,DF,0.041498305084745765,0.09964000000000002,0.07192293995859214,0.0,0.34249780637613336
2885,2885,Nicola Zalewski,POL,Roma,Serie A,2002,16,DF,0.0022,0.045,0.09596872180451128,0.0,0.23164668031588181
2888,2888,Alessandro Zanoli,ITA,Napoli,Serie A,2000,12,DF,0.028450000000000003,0.06152,0.09811572191347936,0.0,0.13337233109096225
2891,2891,Gabriele Zappa,ITA,Cagliari,Serie A,1999,25,DF,0.007800000000000001,0.033839999999999995,0.09002207475209764,0.0,0.3343082772740567
2892,2892,Davide Zappacosta,ITA,Atalanta,Serie A,1992,34,DF,0.0016,0.07034,0.09814472703497876,0.035173684210526315,0.6855805791167008
2895,2895,Akim Zedadka,FRA,Clermont Foot,Ligue 1,1995,38,DF,0.0048,0.07612000000000001,0.09014054484036177,0.0024,0.9757238958759872
2896,2896,Deyovaisio Zeefuik,NED,Hertha BSC,Bundesliga,1998,11,DFMF,0.0126,0.045,0.058975569358178055,0.0,0.1649605147704007
2897,2897,Marvin Zeegelaar,NED,Udinese,Serie A,1990,14,DF,0.013999999999999999,0.06,0.058954285714285716,0.0,0.18777420298332845
2905,2905,David Zima,CZE,Torino,Serie A,2000,20,DF,0.006875000000000001,0.06864,0.05247312629399586,0.0,0.3840304182509506
2907,2907,Oleksandr Zinchenko,UKR,Manchester City,Premier League,1996,15,DF,0.0052,0.0293,0.14220178271766373,0.0102,0.30593740859900553
2911,2911,Nadir Zortea,ITA,Salernitana,Serie A,1999,29,DFMF,0.005,0.07606,0.027711304347826086,0.04811052631578948,0.4121088037437847
2913,2913,Kurt Zouma,FRA,West Ham,Premier League,1994,24,DF,0.006,0.0769,0.06980444589735209,0.029473684210526315,0.6074875694647558
2915,2915,Igor Zubeldia,ESP,Real Sociedad,La Liga,1997,26,DF,0.02205,0.10534,0.09738808543096872,0.0015000000000000002,0.4817198011114361
