,Id,Name,Nation,Team,League,Born,Mac,Pos,Dripling,Press,Pas,Şut,Gole_katkı,Dakika
2433,2433,Alexis Tibidi,FRA,Troyes,Ligue 1,2003,1,FW,0.1083489359917224,0.015826612903225803,0.09687095273358777,0.0,0.0,0.02996616723054616
2436,2436,Steffen Tigges,GER,K�ln,Bundesliga,1998,16,FW,0.10168263668798214,0.08142907629332037,0.11609662425488017,0.16762615762615762,0.1654054054054054,0.45964233929434506
2440,2440,Karl Toko Ekambi,CMR,Rennes,Ligue 1,1992,2,FWMF,0.11215333066946111,0.04363729983754932,0.12469627848325712,0.08711963711963712,0.0,0.06863218946350895
2441,2441,Karl Toko Ekambi,CMR,Lyon,Ligue 1,1992,19,FWMF,0.2476845691533217,0.04016873791121763,0.22493167476131268,0.12264915264915266,0.13580780780780782,0.653455775737071
2445,2445,Ra�l de Tom�s,ESP,Rayo Vallecano,La Liga,1994,2,FW,0.005737155207307499,0.012125696673381611,0.0458261559695574,0.0,0.0,0.01594973417109715
2446,2446,Tiago Tom�s,POR,Stuttgart,Bundesliga,2002,15,FWMF,0.15052428866664522,0.0837001752312152,0.1226852587149018,0.1276954576954577,0.07721321321321321,0.4016433059449009
2451,2451,Ivan Toney,ENG,Brentford,Premier League,1996,20,FW,0.10771245031900117,0.056032868824531,0.07746498446132709,0.16092925092925092,0.4570090090090091,0.8641855969067181
2452,2452,Pablo Torre,ESP,Barcelona,La Liga,2003,1,FW,0.0005030181086519114,0.0010080645161290322,0.006394899492514855,0.0,0.0,0.006283228612856452
2454,2454,Ferr�n Torres,ESP,Barcelona,La Liga,2000,17,FW,0.21875132354521348,0.0783154027367099,0.21342095435242514,0.13269514269514268,0.064,0.3112614789753504
2457,2457,Roberto Torres,ESP,Osasuna,La Liga,1989,2,FWMF,0.028763950385672282,0.006048387096774193,0.05232646030110658,0.0,0.0,0.004833252779120348
2465,2465,Yoann Touzghar,TUN,Ajaccio,Ligue 1,1986,8,FW,0.045077559343909945,0.03935568256673325,0.07711562770552662,0.0,0.0,0.18801353310778154
2466,2466,Adama Traor�,ESP,Wolves,Premier League,1996,19,FWMF,0.022084175844970452,0.02018299027743104,0.10326020937508429,0.031312921312921314,0.032600600600600604,0.43450942484291927
2477,2477,Leandro Trossard,BEL,Arsenal,Premier League,1994,3,FW,0.22040012206197646,0.2198019757088878,0.15354052745555258,0.16294966294966295,0.032,0.0333494441759304
2478,2478,Leandro Trossard,BEL,Brighton,Premier League,1994,16,FWMF,0.22505164448312626,0.07857196200951601,0.2826055612955445,0.18032067032067034,0.23240840840840843,0.6350894151764137
2480,2480,Frank Tsadjout,ITA,Cremonese,Serie A,1999,7,FWMF,0.08585555869458841,0.16024397744660163,0.1313077108831076,0.1557109557109557,0.025225225225225224,0.10391493475108748
2488,2488,Ike Ugbo,CAN,Troyes,Ligue 1,1998,14,FWMF,0.15444949394060478,0.18470676393405455,0.15239773561776113,0.10580419580419581,0.04521321321321321,0.19478008699855004
2493,2493,Enes �nal,TUR,Getafe,La Liga,1997,20,FW,0.09746119939692799,0.0709498217538605,0.13282441900596983,0.11193914193914194,0.2016096096096096,0.8361527307878202
2494,2494,Deniz Undav,GER,Brighton,Premier League,1996,10,FWMF,0.12537348502893028,0.1771756645282936,0.1574983123744018,0.1765954765954766,0.0,0.111164813919768
2511,2511,Manu Vallejo,ESP,Girona,La Liga,1997,7,FWMF,0.15524542206808206,0.14125785397457966,0.1561230561395446,0.059462609462609464,0.025825825825825825,0.09908168197196714
2513,2513,Federico Valverde,URU,Real Madrid,La Liga,1998,20,FWMF,0.16580543422269406,0.12205069829991155,0.3472955322477237,0.13475398475398473,0.19920720720720722,0.7385210246495891
2517,2517,Jamie Vardy,ENG,Leicester City,Premier League,1987,22,FW,0.08891700315609352,0.12025033682429277,0.08126797436568668,0.07617400617400617,0.05061861861861862,0.5674238762687288
2532,2532,Daniele Verde,ITA,Spezia,Serie A,1996,12,FWMF,0.07229978073963861,0.0542516260662867,0.13484738835769064,0.09326340326340325,0.064,0.22957950700821653
2544,2544,Gabriel Vidovic,CRO,Bayern Munich,Bundesliga,2003,1,FW,0.00518045494182203,0.0030241935483870967,0.02833105618722408,0.0,0.003003003003003003,0.008699855002416625
2550,2550,Samuele Vignato,ITA,Monza,Serie A,2004,3,FWMF,0.0085510380717841,0.004032258064516129,0.030280425336318632,0.0,0.0,0.008216529724504592
2554,2554,Asier Villalibre,ESP,Athletic Club,La Liga,1997,5,FW,0.08849523362199833,0.06411290322580646,0.11934887559512385,0.08484848484848484,0.0,0.046399226679555344
2561,2561,Carlos Vin�cius,BRA,Fulham,Premier League,1995,15,FW,0.09838396162867902,0.03359575352933753,0.08919180047013986,0.12072261072261073,0.032,0.2097631706138231
2562,2562,Alan Virginius,FRA,Lille,Ligue 1,2003,10,FW,0.1925417186483495,0.0954422487241762,0.16539983268416755,0.32389529389529387,0.032,0.097148380860319
2564,2564,Vitinha,POR,Marseille,Ligue 1,2000,2,FW,0.039074602128442264,0.30668145302973726,0.0465923071395854,0.0,0.0,0.024649589173513776
2567,2567,Du�an Vlahovi?,SRB,Juventus,Serie A,2000,12,FW,0.11946093941675619,0.06150346602702586,0.11667745990607854,0.1957865557865558,0.2674114114114114,0.4601256645722571
2569,2569,Joel Voelkerling Persson,SWE,Lecce,Serie A,2003,4,FW,0.01841046277665996,0.15961570751699375,0.11373968505205781,0.0,0.0,0.02609956500724988
2579,2579,Theo Walcott,ENG,Southampton,Premier League,1989,4,FWMF,0.05103439021416002,0.08997477759839662,0.0861409725437712,0.09265104265104265,0.0,0.0666988883518608
2580,2580,Luca Waldschmidt,GER,Wolfsburg,Bundesliga,1996,10,FW,0.0675246647352727,0.11628619160180648,0.11595651466840218,0.027039627039627038,0.032,0.14741420976317063
2589,2589,Ollie Watkins,ENG,Aston Villa,Premier League,1995,20,FW,0.12401075447127717,0.07356091818552975,0.12532276778271037,0.09385245385245386,0.1732132132132132,0.7863702271628806
2592,2592,Wout Weghorst,NED,Manchester Utd,Premier League,1992,4,FW,0.038562930592881545,0.0675766964686997,0.12081070130620017,0.04563409563409564,0.0,0.1319478008699855
2597,2597,Shon Weissman,ISR,Valladolid,La Liga,1996,15,FW,0.11787149248904552,0.05417818946116558,0.11620508798225367,0.09832167832167833,0.032,0.3605606573223779
2598,2598,Danny Welbeck,ENG,Brighton,Premier League,1990,16,FW,0.0898096124538355,0.16262608660620698,0.13398060070156698,0.10485289485289484,0.04160960960960961,0.5514741420976317
2600,2600,Timo Werner,GER,RB Leipzig,Bundesliga,1996,14,FWMF,0.20799969582305597,0.05390297414693192,0.16913564126020977,0.1695999495999496,0.1654054054054054,0.48719188013533105
2606,2606,I�aki Williams,GHA,Athletic Club,La Liga,1994,19,FW,0.15643981386204414,0.06889078902019037,0.1478784007926856,0.13377622377622378,0.16720720720720722,0.7167713871435476
2608,2608,Nico Williams,ESP,Athletic Club,La Liga,2002,21,FWMF,0.3029528731897952,0.11746028938021887,0.2311681289588714,0.08148176148176149,0.14121321321321323,0.7926534557757371
2609,2609,Willian,BRA,Fulham,Premier League,1988,16,FW,0.21971441015164409,0.0781794107295603,0.24836044379806338,0.1394903294903295,0.105009009009009,0.5819236346060899
2611,2611,Callum Wilson,ENG,Newcastle Utd,Premier League,1992,16,FW,0.09817603373147314,0.09846512655738385,0.0926339319823123,0.21359856359856358,0.23841441441441444,0.5447075882068632
2612,2612,Harry Wilson,WAL,Fulham,Premier League,1997,14,FW,0.14900189702338298,0.16994122310692017,0.21239540651451527,0.024242424242424242,0.0,0.17013049782503625
2613,2613,Patrick Wimmer,AUT,Wolfsburg,Bundesliga,2001,13,FWMF,0.14349734194760677,0.1933312938686332,0.24005970393221926,0.09893529893529893,0.09523123123123123,0.4156597390043499
2614,2614,Jonas Wind,DEN,Wolfsburg,Bundesliga,1999,11,FW,0.10509515370792298,0.048863604760336576,0.18843249382305532,0.202010962010962,0.128,0.2706621556307395
2617,2617,Florian Wirtz,GER,Leverkusen,Bundesliga,2003,5,FWMF,0.24690109961450715,0.25917780666483625,0.3759259178255509,0.02983682983682984,0.039039039039039033,0.13291445142580957
2619,2619,Yoane Wissa,COD,Brentford,Premier League,1996,22,FW,0.09158957006413276,0.08850166798021405,0.10801730795196929,0.1355786555786556,0.13941141141141142,0.45239246012566453
2622,2622,Hannes Wolf,AUT,M'Gladbach,Bundesliga,1999,8,FWMF,0.28435039144628854,0.2448625229365555,0.17599727109420954,0.1015151515151515,0.08665465465465466,0.047849202513291444
2625,2625,Chris Wood,NZL,Newcastle Utd,Premier League,1991,18,FW,0.0077267692797781465,0.006548155950234797,0.06176008663878267,0.04982863982863984,0.064,0.2150797486708555
2626,2626,Chris Wood,NZL,Nott'ham Forest,Premier League,1991,3,FW,0.1025743217631219,0.04048445045356787,0.10766791548422733,0.01936936936936937,0.0,0.1000483325277912
2635,2635,Kelvin Yeboah,ITA,Augsburg,Bundesliga,2000,5,FWMF,0.29285954391717445,0.07742047881844004,0.21482645713034484,0.24885654885654884,0.04624624624624625,0.05606573223779604
2637,2637,Darlin Yongwa,CMR,Lorient,Ligue 1,2000,4,FWDF,0.09564049591614171,0.13397081983654152,0.08659609002068996,0.11655011655011656,0.0,0.032382793620106334
2642,2642,Mattia Zaccagni,ITA,Lazio,Serie A,1995,20,FWMF,0.2059753431495947,0.1432455492484655,0.18750920009822616,0.163987903987904,0.26921321321321323,0.7762203963267279
2644,2644,Wilfried Zaha,CIV,Crystal Palace,Premier League,1992,19,FWMF,0.21836743045633983,0.11805580772505614,0.1825210783429214,0.14213444213444215,0.19860660660660662,0.8023199613339778
2657,2657,Duv�n Zapata,COL,Atalanta,Serie A,1991,15,FW,0.1736814590940426,0.035940019459732464,0.1977851590140269,0.08006993006993006,0.04040840840840841,0.32334461092315125
2665,2665,Arber Zeneli,KVX,Reims,Ligue 1,1995,18,FWMF,0.07240912203315723,0.026634960251154704,0.15052157048023868,0.005562905562905562,0.0012012012012012011,0.4335427742870952
2667,2667,Alessio Zerbin,ITA,Napoli,Serie A,1999,4,FW,0.08405269792438368,0.1434052138135659,0.14163277961914167,0.1557109557109557,0.0,0.02609956500724988
2670,2670,Edon Zhegrova,KVX,Lille,Ligue 1,1999,12,FWDF,0.41003949949923496,0.19403546345668335,0.2875159388307271,0.17574749574749576,0.05121921921921922,0.27211213146447555
2674,2674,Joshua Zirkzee,NED,Bologna,Serie A,2001,9,FW,0.1866477670819935,0.06657935247883548,0.17344485311192742,0.1264795564795565,0.043411411411411416,0.22377960367327213
2675,2675,Hakim Ziyech,MAR,Chelsea,Premier League,1993,12,FWMF,0.19931162445307196,0.1525405018006631,0.38600498010784856,0.03263403263403263,0.010810810810810811,0.24649589173513775
2677,2677,Simon Zoller,GER,Bochum,Bundesliga,1991,18,FW,0.06210665865778277,0.07029082445663472,0.10347505634691127,0.09501165501165501,0.1002042042042042,0.5862735621072982
2687,2687,Milan ?uri?,BIH,Hellas Verona,Serie A,1990,16,FW,0.08319530190314689,0.047115296294539664,0.21247241146441453,0.0792874692874693,0.032,0.3392943450942484
